epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
5,50.1221,0.88909,1.32923,1.14233,0.81478,0.88889,0.9292,0.78444,0.45993,1.42604,0.96634,7.472e-05,7.472e-05,7.472e-05
6,56.1464,0.79246,1.04932,1.07773,0.83644,1,0.97118,0.81881,0.44883,1.61308,0.94851,9.175e-05,9.175e-05,9.175e-05
7,62.23,0.68362,0.81259,0.9864,0.84316,1,0.99145,0.83213,0.47602,1.70252,0.94979,0.00010812,0.00010812,0.00010812
8,68.3946,0.62641,0.96696,1.04015,0.89753,1,0.995,0.81883,0.47328,1.57157,0.93901,0.00012383,0.00012383,0.00012383
9,74.4103,0.59743,0.71571,0.96087,0.96813,1,0.995,0.83036,0.44575,1.50193,0.92242,0.00013888,0.00013888,0.00013888
10,80.7045,0.58903,0.67027,0.97018,0.94424,1,0.995,0.87573,0.41336,1.48045,0.9196,0.00015327,0.00015327,0.00015327
11,86.8676,0.54519,0.65406,0.9605,0.9305,0.99192,0.99293,0.91094,0.40906,1.29534,0.91852,0.000167,0.000167,0.000167
12,93.2042,0.48273,0.55818,0.89252,0.93157,1,0.995,0.91927,0.39749,1.15208,0.91767,0.00018007,0.00018007,0.00018007
13,99.5705,0.53406,0.52904,0.92635,0.97454,1,0.995,0.90497,0.39539,1.12341,0.91694,0.00019248,0.00019248,0.00019248
14,105.638,0.49668,0.48324,0.91206,0.99135,1,0.995,0.92891,0.38956,1.00734,0.90874,0.00020423,0.00020423,0.00020423
15,112.019,0.47715,0.50549,0.8944,0.99258,1,0.995,0.9382,0.38377,0.80407,0.90583,0.00021532,0.00021532,0.00021532
16,118.135,0.49874,0.53736,0.89635,1,0.98411,0.995,0.9212,0.4076,0.68361,0.91105,0.00022575,0.00022575,0.00022575
17,124.091,0.47115,0.43641,0.89419,0.99466,1,0.995,0.90834,0.42839,0.69234,0.9172,0.00023552,0.00023552,0.00023552
18,130.391,0.48737,0.60737,0.94606,0.99466,1,0.995,0.90834,0.42839,0.69234,0.9172,0.00024463,0.00024463,0.00024463
19,136.512,0.48749,0.43437,0.8702,0.99669,1,0.995,0.91335,0.40885,0.75951,0.90518,0.00025308,0.00025308,0.00025308
20,142.453,0.51652,0.43908,0.89572,0.99669,1,0.995,0.91335,0.40885,0.75951,0.90518,0.00026087,0.00026087,0.00026087
21,148.373,0.538,0.52492,1.01452,0.99804,1,0.995,0.9042,0.39156,0.77046,0.888,0.000268,0.000268,0.000268
22,154.576,0.43281,0.40806,0.88735,0.99804,1,0.995,0.9042,0.39156,0.77046,0.888,0.00027447,0.00027447,0.00027447
23,160.481,0.48336,0.45275,0.93829,0.99797,1,0.995,0.92772,0.37147,0.61137,0.86877,0.00028028,0.00028028,0.00028028
24,166.218,0.52835,0.46798,0.87905,0.99797,1,0.995,0.92772,0.37147,0.61137,0.86877,0.00028543,0.00028543,0.00028543
25,171.971,0.47001,0.48199,0.9262,0.99783,1,0.995,0.91342,0.41306,0.55406,0.88843,0.00028992,0.00028992,0.00028992
26,177.944,0.48188,0.42186,0.88868,0.99783,1,0.995,0.91342,0.41306,0.55406,0.88843,0.00029375,0.00029375,0.00029375
27,183.907,0.43444,0.46664,0.91208,0.99779,1,0.995,0.91233,0.41671,0.65372,0.89413,0.00029692,0.00029692,0.00029692
28,189.945,0.42411,0.39863,0.85851,0.99779,1,0.995,0.91233,0.41671,0.65372,0.89413,0.00029943,0.00029943,0.00029943
29,196.055,0.44956,0.3614,0.86662,0.99781,1,0.995,0.91531,0.40934,0.62853,0.88282,0.00030128,0.00030128,0.00030128
30,201.845,0.46542,0.42324,0.88529,0.99781,1,0.995,0.91531,0.40934,0.62853,0.88282,0.00030247,0.00030247,0.00030247
31,208.311,0.42169,0.42439,0.88478,0.99794,1,0.995,0.92178,0.37526,0.52872,0.86642,0.000303,0.000303,0.000303
32,214.375,0.41039,0.35512,0.85766,0.99794,1,0.995,0.92178,0.37526,0.52872,0.86642,0.00030287,0.00030287,0.00030287
33,220.389,0.4489,0.38169,0.86826,0.99787,1,0.995,0.92159,0.38459,0.46984,0.87407,0.00030208,0.00030208,0.00030208
34,226.365,0.39706,0.35692,0.85736,0.99787,1,0.995,0.92159,0.38459,0.46984,0.87407,0.00030063,0.00030063,0.00030063
35,232.46,0.37685,0.35076,0.86375,0.99743,1,0.995,0.92513,0.3965,0.51782,0.87827,0.00029852,0.00029852,0.00029852
36,238.557,0.44619,0.36311,0.90473,0.99743,1,0.995,0.92513,0.3965,0.51782,0.87827,0.00029575,0.00029575,0.00029575
37,244.573,0.44267,0.38487,0.89014,0.99623,1,0.995,0.92169,0.36704,0.52892,0.86939,0.00029232,0.00029232,0.00029232
38,250.859,0.39912,0.3723,0.85965,0.99623,1,0.995,0.92169,0.36704,0.52892,0.86939,0.00028823,0.00028823,0.00028823
39,257.274,0.36831,0.37252,0.83632,0.98849,1,0.995,0.93042,0.33805,0.55448,0.85849,0.00028348,0.00028348,0.00028348
40,263.51,0.46702,0.4487,0.90753,0.98849,1,0.995,0.93042,0.33805,0.55448,0.85849,0.00027807,0.00027807,0.00027807
41,269.632,0.41054,0.338,0.8721,0.96207,1,0.995,0.94729,0.31812,0.58319,0.85499,0.000272,0.000272,0.000272
42,275.675,0.38965,0.32583,0.84751,0.96207,1,0.995,0.94729,0.31812,0.58319,0.85499,0.00026527,0.00026527,0.00026527
43,281.562,0.38211,0.31157,0.83912,0.959,1,0.995,0.94632,0.31029,0.51806,0.85235,0.00025788,0.00025788,0.00025788
44,287.529,0.39313,0.33856,0.86981,0.959,1,0.995,0.94632,0.31029,0.51806,0.85235,0.00024983,0.00024983,0.00024983
45,293.44,0.38092,0.31818,0.85829,0.96153,1,0.995,0.9675,0.29972,0.44528,0.84934,0.00024112,0.00024112,0.00024112
46,299.552,0.39798,0.30702,0.86853,0.96153,1,0.995,0.9675,0.29972,0.44528,0.84934,0.00023175,0.00023175,0.00023175
47,305.643,0.41116,0.33786,0.86232,0.96368,1,0.995,0.95398,0.29807,0.40167,0.85221,0.00022172,0.00022172,0.00022172
48,311.513,0.41232,0.31776,0.88155,0.96368,1,0.995,0.95398,0.29807,0.40167,0.85221,0.00021103,0.00021103,0.00021103
49,317.62,0.38952,0.31972,0.8761,0.99171,1,0.995,0.95068,0.29837,0.35359,0.84899,0.00019968,0.00019968,0.00019968
50,323.529,0.36464,0.31082,0.85974,0.99171,1,0.995,0.95068,0.29837,0.35359,0.84899,0.00018767,0.00018767,0.00018767
51,329.536,0.37937,0.49574,0.8487,0.99618,1,0.995,0.95343,0.29761,0.33438,0.84635,0.000175,0.000175,0.000175
52,335.337,0.32182,0.38885,0.82208,0.99618,1,0.995,0.95343,0.29761,0.33438,0.84635,0.00016167,0.00016167,0.00016167
53,341.164,0.35681,0.37631,0.847,0.99618,1,0.995,0.95343,0.29761,0.33438,0.84635,0.00014768,0.00014768,0.00014768
54,346.997,0.36474,0.41521,0.82283,0.99796,1,0.995,0.96744,0.28576,0.33011,0.84346,0.00013303,0.00013303,0.00013303
55,352.91,0.37633,0.40677,0.83398,0.99796,1,0.995,0.96744,0.28576,0.33011,0.84346,0.00011772,0.00011772,0.00011772
56,359.087,0.37145,0.4148,0.7708,0.99796,1,0.995,0.96744,0.28576,0.33011,0.84346,0.00010175,0.00010175,0.00010175
57,365.045,0.36397,0.37748,0.85591,0.99786,1,0.995,0.95975,0.27705,0.33377,0.84211,8.512e-05,8.512e-05,8.512e-05
58,370.97,0.32721,0.35491,0.81918,0.99786,1,0.995,0.95975,0.27705,0.33377,0.84211,6.783e-05,6.783e-05,6.783e-05
59,376.955,0.31466,0.34705,0.7788,0.99786,1,0.995,0.95975,0.27705,0.33377,0.84211,4.988e-05,4.988e-05,4.988e-05
60,383.484,0.30704,0.34851,0.79833,0.99782,1,0.995,0.97359,0.26967,0.33269,0.84014,3.127e-05,3.127e-05,3.127e-05
1,8.06879,1.35376,2.43838,1.41771,0.56729,0.60518,0.56159,0.44612,0.62266,1.51363,1.0261,0,0,0
2,14.673,1.24937,2.28032,1.32314,0.59734,0.63462,0.65087,0.52866,0.5979,1.38812,1.00751,1.967e-05,1.967e-05,1.967e-05
3,21.0319,1.10148,2.10376,1.31253,0.70531,0.73077,0.80206,0.65564,0.55003,1.17147,0.97232,3.868e-05,3.868e-05,3.868e-05
4,27.3667,0.99583,1.64922,1.17115,0.84609,0.84575,0.8964,0.76937,0.50048,1.0991,0.95255,5.703e-05,5.703e-05,5.703e-05
5,33.71,0.92665,1.34527,1.15254,0.91548,0.86538,0.96182,0.83647,0.4913,1.1762,0.9558,7.472e-05,7.472e-05,7.472e-05
6,40.0556,0.75066,1.07472,1.01479,0.91043,0.97738,0.98149,0.84331,0.49562,1.26211,0.94837,9.175e-05,9.175e-05,9.175e-05
7,46.2736,0.69855,0.86501,0.99317,0.89951,0.98077,0.98609,0.85045,0.51794,1.19775,0.95097,0.00010812,0.00010812,0.00010812
8,52.4396,0.72634,1.19278,1.11634,0.91983,0.96154,0.98682,0.84391,0.52514,0.99682,0.95167,0.00012383,0.00012383,0.00012383
9,58.5204,0.56611,0.67159,0.90496,0.95652,0.96154,0.98919,0.85416,0.47281,1.00982,0.90387,0.00013888,0.00013888,0.00013888
10,64.8568,0.60525,0.78974,0.99173,0.95198,0.98077,0.99002,0.88616,0.42661,1.14362,0.88606,0.00015327,0.00015327,0.00015327
11,71.2548,0.63419,0.70199,0.96607,0.92801,0.98077,0.99023,0.90457,0.39556,1.11742,0.87722,0.000167,0.000167,0.000167
12,77.5027,0.61157,0.65903,0.98413,0.94529,0.99683,0.99369,0.91183,0.38593,0.97219,0.86898,0.00018007,0.00018007,0.00018007
13,83.7294,0.55378,0.51736,0.91598,0.96289,0.99809,0.99195,0.92064,0.37414,0.90098,0.86543,0.00019248,0.00019248,0.00019248
14,89.8817,0.54098,0.51732,0.94536,0.94374,1,0.99315,0.92363,0.38067,0.85984,0.86671,0.00020423,0.00020423,0.00020423
1,9.04312,1.35376,2.43838,1.41771,0.41448,0.51282,0.41241,0.30315,0.76117,1.66803,1.12707,0,0,0
2,17.1637,1.39492,2.23584,1.42072,0.52549,0.53846,0.50526,0.37357,0.72558,1.55432,1.10005,1.967e-05,1.967e-05,1.967e-05
3,24.0982,1.2648,2.17327,1.35579,0.62949,0.53846,0.6279,0.47841,0.67824,1.35218,1.07336,3.868e-05,3.868e-05,3.868e-05
4,30.8083,0.99229,1.65671,1.2135,0.66308,0.76923,0.75243,0.58423,0.64831,1.1713,1.05092,5.703e-05,5.703e-05,5.703e-05
5,38.3332,0.93025,1.31326,1.15008,0.69247,0.87179,0.83477,0.67278,0.62273,1.15633,1.03472,7.472e-05,7.472e-05,7.472e-05
6,46.6728,0.73944,1.04044,1.09563,0.76582,0.91026,0.89113,0.72536,0.62916,1.24313,1.02767,9.175e-05,9.175e-05,9.175e-05
7,53.9551,0.66744,0.90607,0.99428,0.89091,0.87179,0.9278,0.75406,0.61395,1.16392,1.00831,0.00010812,0.00010812,0.00010812
8,60.5498,0.66739,0.87033,1.01256,0.90716,0.88462,0.94962,0.77974,0.61883,0.98724,0.99626,0.00012383,0.00012383,0.00012383
9,67.3711,0.65043,0.77335,0.98955,0.93372,0.90303,0.96315,0.80589,0.57747,1.03957,0.95605,0.00013888,0.00013888,0.00013888
10,74.2379,0.61761,0.70084,0.97967,0.8833,0.97046,0.97622,0.84259,0.54943,1.0933,0.94125,0.00015327,0.00015327,0.00015327
11,80.9478,0.52948,0.63964,0.89117,0.91517,0.96826,0.9797,0.85405,0.52233,1.07378,0.93531,0.000167,0.000167,0.000167
12,88.0033,0.5478,0.52891,0.93248,0.93842,0.96154,0.98674,0.8779,0.49625,0.98407,0.92477,0.00018007,0.00018007,0.00018007
13,94.6615,0.54927,0.52544,0.92576,0.94902,0.97436,0.98804,0.88226,0.47914,0.97077,0.90371,0.00019248,0.00019248,0.00019248
14,101.408,0.54268,0.55037,0.99346,0.93805,1,0.99087,0.87669,0.48227,0.91489,0.89918,0.00020423,0.00020423,0.00020423
15,108.345,0.50182,0.51031,0.91441,0.95983,1,0.99399,0.88166,0.50299,0.78668,0.9097,0.00021532,0.00021532,0.00021532
16,115.039,0.5196,0.54626,0.90692,0.97884,0.98718,0.99364,0.88905,0.50002,0.71401,0.90969,0.00022575,0.00022575,0.00022575
17,121.874,0.52744,0.48628,0.9249,0.9851,0.98718,0.99308,0.88485,0.49698,0.68797,0.89455,0.00023552,0.00023552,0.00023552
18,128.595,0.49809,0.42841,0.89373,0.9851,0.98718,0.99308,0.88485,0.49698,0.68797,0.89455,0.00024463,0.00024463,0.00024463
19,135.312,0.51142,0.45378,0.86254,0.98422,0.98718,0.99245,0.8928,0.48264,0.63421,0.88927,0.00025308,0.00025308,0.00025308
20,141.853,0.51688,0.54676,0.93463,0.98422,0.98718,0.99245,0.8928,0.48264,0.63421,0.88927,0.00026087,0.00026087,0.00026087
21,148.516,0.48992,0.53443,0.91357,0.98666,0.98718,0.99392,0.90524,0.45407,0.59326,0.88109,0.000268,0.000268,0.000268
22,155.198,0.49121,0.45809,0.92477,0.98666,0.98718,0.99392,0.90524,0.45407,0.59326,0.88109,0.00027447,0.00027447,0.00027447
23,161.956,0.47561,0.45153,0.90772,0.99879,1,0.995,0.91134,0.44042,0.57249,0.87756,0.00028028,0.00028028,0.00028028
24,168.479,0.4731,0.47447,0.90926,0.99879,1,0.995,0.91134,0.44042,0.57249,0.87756,0.00028543,0.00028543,0.00028543
25,175.199,0.44227,0.50554,0.9007,0.98723,0.99085,0.99487,0.90076,0.45017,0.57367,0.88347,0.00028992,0.00028992,0.00028992
26,182.117,0.46735,0.42975,0.91069,0.98723,0.99085,0.99487,0.90076,0.45017,0.57367,0.88347,0.00029375,0.00029375,0.00029375
27,277.401,0.46477,0.44196,0.90806,0.99635,1,0.995,0.90058,0.43762,0.60381,0.87892,0.00029692,0.00029692,0.00029692
28,386.656,0.45351,0.40322,0.8651,0.99635,1,0.995,0.90058,0.43762,0.60381,0.87892,0.00029943,0.00029943,0.00029943
29,400.628,0.45396,0.40644,0.89254,0.99651,1,0.995,0.89354,0.46209,0.58588,0.88457,0.00030128,0.00030128,0.00030128
30,849.748,0.44245,0.37276,0.84754,0.99651,1,0.995,0.89354,0.46209,0.58588,0.88457,0.00030247,0.00030247,0.00030247
31,1049.63,0.43428,0.373,0.90017,0.99837,1,0.995,0.9,0.43894,0.49314,0.86969,0.000303,0.000303,0.000303
32,1156.07,0.43816,0.37102,0.87681,0.99837,1,0.995,0.9,0.43894,0.49314,0.86969,0.00030287,0.00030287,0.00030287
33,1390.9,0.44748,0.36346,0.85266,0.99922,1,0.995,0.91792,0.39175,0.3877,0.85268,0.00030208,0.00030208,0.00030208
34,1694.55,0.43115,0.377,0.87164,0.99922,1,0.995,0.91792,0.39175,0.3877,0.85268,0.00030063,0.00030063,0.00030063
35,1800.32,0.49521,0.40017,0.92154,0.99923,1,0.995,0.91982,0.36766,0.35664,0.83893,0.00029852,0.00029852,0.00029852
36,2318.07,0.382,0.36372,0.86032,0.99923,1,0.995,0.91982,0.36766,0.35664,0.83893,0.00029575,0.00029575,0.00029575
37,2525.57,0.45674,0.36662,0.86527,0.99915,1,0.995,0.93223,0.35529,0.38409,0.83513,0.00029232,0.00029232,0.00029232
38,2534.06,0.40166,0.40168,0.84127,0.99915,1,0.995,0.93223,0.35529,0.38409,0.83513,0.00028823,0.00028823,0.00028823
39,2542.22,0.39965,0.42428,0.85157,0.99902,1,0.995,0.92979,0.37294,0.43742,0.83699,0.00028348,0.00028348,0.00028348
40,2549.22,0.43166,0.36908,0.86823,0.99902,1,0.995,0.92979,0.37294,0.43742,0.83699,0.00027807,0.00027807,0.00027807
41,2556.99,0.38339,0.36583,0.86392,0.99906,1,0.995,0.93748,0.34905,0.43076,0.82916,0.000272,0.000272,0.000272
42,2563.74,0.39653,0.33544,0.88564,0.99906,1,0.995,0.93748,0.34905,0.43076,0.82916,0.00026527,0.00026527,0.00026527
43,2570.48,0.39291,0.34416,0.85492,0.99893,1,0.995,0.95295,0.32329,0.39552,0.82094,0.00025788,0.00025788,0.00025788
44,2577.16,0.33994,0.29613,0.84687,0.99893,1,0.995,0.95295,0.32329,0.39552,0.82094,0.00024983,0.00024983,0.00024983
45,2583.99,0.4197,0.34839,0.86155,0.99849,1,0.995,0.95169,0.31821,0.35699,0.81867,0.00024112,0.00024112,0.00024112
46,2590.94,0.38514,0.33176,0.84956,0.99849,1,0.995,0.95169,0.31821,0.35699,0.81867,0.00023175,0.00023175,0.00023175
47,2597.66,0.37833,0.3394,0.85897,0.99812,1,0.995,0.9531,0.30539,0.33621,0.817,0.00022172,0.00022172,0.00022172
48,2604.82,0.41234,0.342,0.86707,0.99812,1,0.995,0.9531,0.30539,0.33621,0.817,0.00021103,0.00021103,0.00021103
49,2611.93,0.37773,0.31828,0.85698,0.99836,1,0.995,0.95521,0.28598,0.31429,0.81375,0.00019968,0.00019968,0.00019968
50,2618.55,0.36441,0.31274,0.84067,0.99836,1,0.995,0.95521,0.28598,0.31429,0.81375,0.00018767,0.00018767,0.00018767
51,2625.2,0.35112,0.45929,0.84584,0.99861,1,0.995,0.95844,0.28946,0.29367,0.81289,0.000175,0.000175,0.000175
52,2632,0.33009,0.4228,0.84072,0.99861,1,0.995,0.95844,0.28946,0.29367,0.81289,0.00016167,0.00016167,0.00016167
53,2638.86,0.33897,0.41029,0.81621,0.99861,1,0.995,0.95844,0.28946,0.29367,0.81289,0.00014768,0.00014768,0.00014768
54,2645.79,0.34516,0.41174,0.83903,0.99881,1,0.995,0.96138,0.29388,0.28135,0.81169,0.00013303,0.00013303,0.00013303
55,2652.63,0.31945,0.35905,0.80948,0.99881,1,0.995,0.96138,0.29388,0.28135,0.81169,0.00011772,0.00011772,0.00011772
56,2659.47,0.34806,0.36046,0.79153,0.99881,1,0.995,0.96138,0.29388,0.28135,0.81169,0.00010175,0.00010175,0.00010175
57,2666.28,0.38351,0.37576,0.82222,0.99887,1,0.995,0.95456,0.29042,0.27605,0.81051,8.512e-05,8.512e-05,8.512e-05
58,2672.99,0.33057,0.3242,0.79169,0.99887,1,0.995,0.95456,0.29042,0.27605,0.81051,6.783e-05,6.783e-05,6.783e-05
59,2679.7,0.36761,0.35472,0.83068,0.99887,1,0.995,0.95456,0.29042,0.27605,0.81051,4.988e-05,4.988e-05,4.988e-05
60,2686.43,0.32997,0.33259,0.79489,0.99881,1,0.995,0.95772,0.28467,0.27307,0.80947,3.127e-05,3.127e-05,3.127e-05
